dpurp,mode,hh_rgc,trexpfac
Shop,Walk,Bothell Canyon Park,23.0
Shop,Walk,Bremerton,448.0
Shop,Walk,Burien,307.0
Shop,Walk,Cascade,49.0
Shop,Walk,Duwamish,120.0
Shop,Walk,Everett,1069.0
Shop,Walk,Frederickson,13.0
Shop,Walk,Kent,189.0
Shop,Walk,Kent MIC,18.0
Shop,Walk,Kirkland Totem Lake,364.0
Shop,Walk,Lakewood,178.0
Shop,Walk,Lynnwood,297.0
Shop,Walk,North Tukwila,2.0
Shop,Walk,Not in RGC,145780.0
Shop,Walk,Paine Field / Boeing Everett,21.0
Shop,Walk,Puget Sound Industrial Center- Bremerton,1.0
Shop,Walk,Puyallup Downtown,149.0
Shop,Walk,Puyallup South Hill,136.0
Shop,Walk,Redmond Downtown,807.0
Shop,Walk,Redmond-Overlake,213.0
Shop,Walk,Renton,488.0
Shop,Walk,SeaTac,387.0
Shop,Walk,Seattle Downtown,10158.0
Shop,Walk,Seattle First Hill/Capitol Hill,10817.0
Shop,Walk,Seattle Northgate,962.0
Shop,Walk,Seattle South Lake Union,3287.0
Shop,Walk,Seattle University Community,3858.0
Shop,Walk,Seattle Uptown,1823.0
Shop,Walk,Silverdale,298.0
Shop,Walk,Sumner Pacific,4.0
Shop,Walk,Tacoma Downtown,1735.0
Shop,Walk,Tacoma Mall,528.0
Shop,Walk,Tukwila,13.0
Shop,Walk,University Place,387.0
Shop,Bike,Auburn,6.0
Shop,Bike,Ballard-Interbay,6.0
Shop,Bike,Bellevue,83.0
Shop,Bike,Bothell Canyon Park,1.0
Shop,Bike,Bremerton,19.0
Shop,Bike,Burien,9.0
Shop,Bike,Cascade,5.0
Shop,Bike,Duwamish,5.0
Shop,Bike,Everett,46.0
Shop,Bike,Frederickson,2.0
Shop,Bike,Kent,17.0
Shop,Bike,Kent MIC,2.0
Shop,Bike,Kirkland Totem Lake,29.0
Shop,Bike,Lakewood,5.0
Shop,Bike,Lynnwood,20.0
Shop,Bike,Not in RGC,13789.0
Shop,Bike,Paine Field / Boeing Everett,1.0
Shop,Bike,Puyallup Downtown,6.0
Shop,Bike,Puyallup South Hill,11.0
Shop,Bike,Redmond Downtown,37.0
Shop,Bike,Redmond-Overlake,17.0
Shop,Bike,Renton,32.0
Shop,Bike,SeaTac,53.0
Shop,Bike,Seattle Downtown,337.0
Shop,Bike,Seattle First Hill/Capitol Hill,498.0
Shop,Bike,Seattle Northgate,65.0
Shop,Bike,Seattle South Lake Union,141.0
Shop,Bike,Seattle University Community,401.0
Shop,Bike,Seattle Uptown,106.0
Shop,Bike,Silverdale,7.0
Shop,Bike,Tacoma Downtown,173.0
Shop,Bike,Tacoma Mall,26.0
Shop,Bike,University Place,30.0
Shop,SOV,Auburn,216.0
Shop,SOV,Ballard-Interbay,80.0
Shop,SOV,Bellevue,1723.0
Shop,SOV,Bothell Canyon Park,79.0
Shop,SOV,Bremerton,382.0
Shop,SOV,Burien,620.0
Shop,SOV,Cascade,183.0
Shop,SOV,Duwamish,208.0
Shop,SOV,Everett,983.0
Shop,SOV,Frederickson,90.0
Shop,SOV,Kent,236.0
Shop,SOV,Kent MIC,29.0
Shop,SOV,Kirkland Totem Lake,1130.0
Shop,SOV,Lakewood,415.0
Shop,SOV,Lynnwood,605.0
Shop,SOV,North Tukwila,5.0
Shop,SOV,Not in RGC,712671.0
Shop,SOV,Paine Field / Boeing Everett,94.0
Shop,SOV,Puget Sound Industrial Center- Bremerton,7.0
Shop,SOV,Puyallup Downtown,229.0
Shop,SOV,Puyallup South Hill,278.0
Shop,SOV,Redmond Downtown,1229.0
Shop,SOV,Redmond-Overlake,377.0
Shop,SOV,Renton,1051.0
Shop,SOV,SeaTac,1697.0
Shop,SOV,Seattle Downtown,2385.0
Shop,SOV,Seattle First Hill/Capitol Hill,4485.0
Shop,SOV,Seattle Northgate,1387.0
Shop,SOV,Seattle South Lake Union,1345.0
Shop,SOV,Seattle University Community,2022.0
Shop,SOV,Seattle Uptown,1457.0
Shop,SOV,Silverdale,367.0
Shop,SOV,Sumner Pacific,14.0
Shop,SOV,Tacoma Downtown,2147.0
Shop,SOV,Tacoma Mall,719.0
Shop,SOV,Tukwila,11.0
Shop,SOV,University Place,1094.0
Shop,HOV2,Auburn,122.0
Shop,HOV2,Ballard-Interbay,21.0
Shop,HOV2,Bellevue,854.0
Shop,HOV2,Bothell Canyon Park,35.0
Shop,HOV2,Bremerton,230.0
Shop,HOV2,Burien,300.0
Shop,HOV2,Cascade,115.0
Shop,HOV2,Duwamish,119.0
Shop,HOV2,Everett,549.0
Shop,HOV2,Frederickson,58.0
Shop,HOV2,Kent,133.0
Shop,HOV2,Kent MIC,29.0
Shop,HOV2,Kirkland Totem Lake,480.0
Shop,HOV2,Lakewood,294.0
Shop,HOV2,Lynnwood,297.0
Shop,HOV2,North Tukwila,5.0
Shop,HOV2,Not in RGC,405333.0
Shop,HOV2,Paine Field / Boeing Everett,58.0
Shop,HOV2,Port of Tacoma,1.0
Shop,HOV2,Puget Sound Industrial Center- Bremerton,4.0
Shop,HOV2,Puyallup Downtown,131.0
Shop,HOV2,Puyallup South Hill,127.0
Shop,HOV2,Redmond Downtown,547.0
Shop,HOV2,Redmond-Overlake,215.0
Shop,HOV2,Renton,465.0
Shop,HOV2,SeaTac,1137.0
Shop,HOV2,Seattle Downtown,1532.0
Shop,HOV2,Seattle First Hill/Capitol Hill,2249.0
Shop,HOV2,Seattle Northgate,737.0
Shop,HOV2,Seattle South Lake Union,654.0
Shop,HOV2,Seattle University Community,1155.0
Shop,HOV2,Seattle Uptown,626.0
Shop,HOV2,Silverdale,166.0
Shop,HOV2,Sumner Pacific,7.0
Shop,HOV2,Tacoma Downtown,1491.0
Shop,HOV2,Tacoma Mall,404.0
Shop,HOV2,Tukwila,7.0
Shop,HOV2,University Place,554.0
Shop,HOV3+,Auburn,87.0
Shop,HOV3+,Ballard-Interbay,10.0
Shop,HOV3+,Bellevue,334.0
Shop,HOV3+,Bothell Canyon Park,16.0
Shop,HOV3+,Bremerton,124.0
Shop,HOV3+,Burien,143.0
Shop,HOV3+,Cascade,75.0
Shop,HOV3+,Duwamish,31.0
Shop,HOV3+,Everett,216.0
Shop,HOV3+,Frederickson,42.0
Shop,HOV3+,Kent,88.0
Shop,HOV3+,Kent MIC,24.0
Shop,HOV3+,Kirkland Totem Lake,205.0
Shop,HOV3+,Lakewood,131.0
Shop,HOV3+,Lynnwood,152.0
Shop,HOV3+,North Tukwila,3.0
Shop,HOV3+,Not in RGC,228188.0
Shop,HOV3+,Paine Field / Boeing Everett,41.0
Shop,HOV3+,Puyallup Downtown,70.0
Shop,HOV3+,Puyallup South Hill,56.0
Shop,HOV3+,Redmond Downtown,217.0
Shop,HOV3+,Redmond-Overlake,95.0
Shop,HOV3+,Renton,219.0
Shop,HOV3+,SeaTac,644.0
Shop,HOV3+,Seattle Downtown,581.0
Shop,HOV3+,Seattle First Hill/Capitol Hill,924.0
Shop,HOV3+,Seattle Northgate,298.0
Shop,HOV3+,Seattle South Lake Union,232.0
Shop,HOV3+,Seattle University Community,594.0
Shop,HOV3+,Seattle Uptown,215.0
Shop,HOV3+,Silverdale,62.0
Shop,HOV3+,Sumner Pacific,3.0
Shop,HOV3+,Tacoma Downtown,589.0
Shop,HOV3+,Tacoma Mall,212.0
Shop,HOV3+,Tukwila,6.0
Shop,HOV3+,University Place,314.0
Shop,Transit,Auburn,26.0
Shop,Transit,Ballard-Interbay,16.0
Shop,Transit,Bellevue,218.0
Shop,Transit,Bremerton,9.0
Shop,Transit,Burien,53.0
Shop,Transit,Duwamish,52.0
Shop,Transit,Everett,18.0
Shop,Transit,Kent,45.0
Shop,Transit,Kent MIC,4.0
Shop,Transit,Kirkland Totem Lake,52.0
Shop,Transit,Lakewood,1.0
Shop,Transit,Lynnwood,13.0
Shop,Transit,North Tukwila,1.0
Shop,Transit,Not in RGC,22911.0
Shop,Transit,Paine Field / Boeing Everett,1.0
Shop,Transit,Puyallup Downtown,8.0
Shop,Transit,Puyallup South Hill,4.0
Shop,Transit,Redmond Downtown,73.0
Shop,Transit,Redmond-Overlake,24.0
Shop,Transit,Renton,83.0
Shop,Transit,SeaTac,280.0
Shop,Transit,Seattle Downtown,1402.0
Shop,Transit,Seattle First Hill/Capitol Hill,2110.0
Shop,Transit,Seattle Northgate,200.0
Shop,Transit,Seattle South Lake Union,327.0
Shop,Transit,Seattle University Community,683.0
Shop,Transit,Seattle Uptown,399.0
Shop,Transit,Tacoma Downtown,141.0
Shop,Transit,Tacoma Mall,28.0
Shop,Transit,Tukwila,1.0
Shop,Transit,University Place,21.0
Shop,School Bus,Auburn,2.0
Shop,School Bus,Bellevue,10.0
Shop,School Bus,Bothell Canyon Park,1.0
Shop,School Bus,Bremerton,1.0
Shop,School Bus,Burien,4.0
Shop,School Bus,Cascade,2.0
Shop,School Bus,Duwamish,2.0
Shop,School Bus,Everett,6.0
Shop,School Bus,Kent,1.0
Shop,School Bus,Kirkland Totem Lake,2.0
Shop,School Bus,Lakewood,1.0
Shop,School Bus,Lynnwood,5.0
Shop,School Bus,Not in RGC,5169.0
Shop,School Bus,Paine Field / Boeing Everett,1.0
Shop,School Bus,Puyallup Downtown,3.0
Shop,School Bus,Puyallup South Hill,3.0
Shop,School Bus,Redmond Downtown,2.0
Shop,School Bus,Redmond-Overlake,1.0
Shop,School Bus,Renton,3.0
Shop,School Bus,SeaTac,15.0
Shop,School Bus,Seattle Downtown,7.0
Shop,School Bus,Seattle First Hill/Capitol Hill,19.0
Shop,School Bus,Seattle Northgate,11.0
Shop,School Bus,Seattle South Lake Union,1.0
Shop,School Bus,Seattle University Community,14.0
Shop,School Bus,Seattle Uptown,1.0
Shop,School Bus,Tacoma Downtown,13.0
Shop,School Bus,Tacoma Mall,3.0
Shop,School Bus,University Place,4.0
Shop,TNC,Auburn,6.0
Shop,TNC,Bellevue,46.0
Shop,TNC,Bothell Canyon Park,2.0
Shop,TNC,Bremerton,5.0
Shop,TNC,Burien,8.0
Shop,TNC,Duwamish,5.0
Shop,TNC,Everett,22.0
Shop,TNC,Kent,2.0
Shop,TNC,Kirkland Totem Lake,12.0
Shop,TNC,Lakewood,6.0
Shop,TNC,Lynnwood,12.0
Shop,TNC,Not in RGC,5180.0
Shop,TNC,Paine Field / Boeing Everett,1.0
Shop,TNC,Puyallup Downtown,5.0
Shop,TNC,Puyallup South Hill,3.0
Shop,TNC,Redmond Downtown,34.0
Shop,TNC,Redmond-Overlake,2.0
Shop,TNC,Renton,7.0
Shop,TNC,SeaTac,14.0
Shop,TNC,Seattle Downtown,348.0
Shop,TNC,Seattle First Hill/Capitol Hill,446.0
Shop,TNC,Seattle Northgate,35.0
Shop,TNC,Seattle South Lake Union,75.0
Shop,TNC,Seattle University Community,78.0
Shop,TNC,Seattle Uptown,62.0
Shop,TNC,Silverdale,13.0
Shop,TNC,Sumner Pacific,1.0
Shop,TNC,Tacoma Downtown,68.0
Shop,TNC,Tacoma Mall,16.0
Shop,TNC,Tukwila,1.0
Shop,TNC,University Place,8.0
Meal,Walk,Auburn,81.0
Meal,Walk,Ballard-Interbay,35.0
Meal,Walk,Bellevue,2597.0
Meal,Walk,Bothell Canyon Park,11.0
Meal,Walk,Bremerton,250.0
Meal,Walk,Burien,122.0
Meal,Walk,Cascade,29.0
Meal,Walk,Duwamish,75.0
Meal,Walk,Everett,564.0
Meal,Walk,Frederickson,6.0
Meal,Walk,Kent,93.0
Meal,Walk,Kent MIC,8.0
Meal,Walk,Kirkland Totem Lake,235.0
Meal,Walk,Lakewood,79.0
Meal,Walk,Lynnwood,137.0
Meal,Walk,Not in RGC,104327.0
Meal,Walk,Paine Field / Boeing Everett,10.0
Meal,Walk,Port of Tacoma,2.0
Meal,Walk,Puget Sound Industrial Center- Bremerton,2.0
Meal,Walk,Puyallup Downtown,70.0
Meal,Walk,Puyallup South Hill,56.0
Meal,Walk,Redmond Downtown,545.0
Meal,Walk,Redmond-Overlake,170.0
Meal,Walk,Renton,253.0
Meal,Walk,SeaTac,435.0
Meal,Walk,Seattle Downtown,9991.0
Meal,Walk,Seattle First Hill/Capitol Hill,11054.0
Meal,Walk,Seattle Northgate,464.0
Meal,Walk,Seattle South Lake Union,3316.0
Meal,Walk,Seattle University Community,2303.0
Meal,Walk,Seattle Uptown,1984.0
Meal,Walk,Silverdale,133.0
Meal,Walk,Tacoma Downtown,1276.0
Meal,Walk,Tacoma Mall,262.0
Meal,Walk,Tukwila,15.0
Meal,Walk,University Place,182.0
Meal,Bike,Auburn,5.0
Meal,Bike,Ballard-Interbay,3.0
Meal,Bike,Bellevue,49.0
Meal,Bike,Bremerton,10.0
Meal,Bike,Burien,6.0
Meal,Bike,Duwamish,1.0
Meal,Bike,Everett,9.0
Meal,Bike,Frederickson,1.0
Meal,Bike,Kent,8.0
Meal,Bike,Kent MIC,1.0
Meal,Bike,Kirkland Totem Lake,22.0
Meal,Bike,Lakewood,6.0
Meal,Bike,Lynnwood,9.0
Meal,Bike,Not in RGC,6287.0
Meal,Bike,Puyallup Downtown,3.0
Meal,Bike,Puyallup South Hill,4.0
Meal,Bike,Redmond Downtown,22.0
Meal,Bike,Redmond-Overlake,5.0
Meal,Bike,Renton,17.0
Meal,Bike,SeaTac,21.0
Meal,Bike,Seattle Downtown,175.0
Meal,Bike,Seattle First Hill/Capitol Hill,316.0
Meal,Bike,Seattle Northgate,27.0
Meal,Bike,Seattle South Lake Union,77.0
Meal,Bike,Seattle University Community,240.0
Meal,Bike,Seattle Uptown,74.0
Meal,Bike,Silverdale,5.0
Meal,Bike,Tacoma Downtown,76.0
Meal,Bike,Tacoma Mall,16.0
Meal,Bike,Tukwila,1.0
Meal,Bike,University Place,14.0
Meal,SOV,Auburn,95.0
Meal,SOV,Ballard-Interbay,48.0
Meal,SOV,Bellevue,1057.0
Meal,SOV,Bothell Canyon Park,51.0
Meal,SOV,Bremerton,172.0
Meal,SOV,Burien,314.0
Meal,SOV,Cascade,64.0
Meal,SOV,Duwamish,122.0
Meal,SOV,Everett,489.0
Meal,SOV,Frederickson,30.0
Meal,SOV,Kent,92.0
Meal,SOV,Kent MIC,14.0
Meal,SOV,Kirkland Totem Lake,639.0
Meal,SOV,Lakewood,162.0
Meal,SOV,Lynnwood,348.0
Meal,SOV,Not in RGC,296614.0
Meal,SOV,Paine Field / Boeing Everett,48.0
Meal,SOV,Puget Sound Industrial Center- Bremerton,7.0
Meal,SOV,Puyallup Downtown,80.0
Meal,SOV,Puyallup South Hill,136.0
Meal,SOV,Redmond Downtown,780.0
Meal,SOV,Redmond-Overlake,228.0
Meal,SOV,Renton,554.0
Meal,SOV,SeaTac,768.0
Meal,SOV,Seattle Downtown,1400.0
Meal,SOV,Seattle First Hill/Capitol Hill,2897.0
Meal,SOV,Seattle Northgate,785.0
Meal,SOV,Seattle South Lake Union,972.0
Meal,SOV,Seattle University Community,1548.0
Meal,SOV,Seattle Uptown,952.0
Meal,SOV,Silverdale,167.0
Meal,SOV,Sumner Pacific,2.0
Meal,SOV,Tacoma Downtown,1017.0
Meal,SOV,Tacoma Mall,401.0
Meal,SOV,Tukwila,9.0
Meal,SOV,University Place,446.0
Meal,HOV2,Auburn,68.0
Meal,HOV2,Ballard-Interbay,25.0
Meal,HOV2,Bellevue,604.0
Meal,HOV2,Bothell Canyon Park,23.0
Meal,HOV2,Bremerton,88.0
Meal,HOV2,Burien,170.0
Meal,HOV2,Cascade,56.0
Meal,HOV2,Duwamish,61.0
Meal,HOV2,Everett,256.0
Meal,HOV2,Frederickson,26.0
Meal,HOV2,Kent,59.0
Meal,HOV2,Kent MIC,6.0
Meal,HOV2,Kirkland Totem Lake,277.0
Meal,HOV2,Lakewood,108.0
Meal,HOV2,Lynnwood,161.0
Meal,HOV2,North Tukwila,1.0
Meal,HOV2,Not in RGC,172423.0
Meal,HOV2,Paine Field / Boeing Everett,33.0
Meal,HOV2,Port of Tacoma,1.0
Meal,HOV2,Puget Sound Industrial Center- Bremerton,2.0
Meal,HOV2,Puyallup Downtown,74.0
Meal,HOV2,Puyallup South Hill,61.0
Meal,HOV2,Redmond Downtown,314.0
Meal,HOV2,Redmond-Overlake,109.0
Meal,HOV2,Renton,276.0
Meal,HOV2,SeaTac,521.0
Meal,HOV2,Seattle Downtown,960.0
Meal,HOV2,Seattle First Hill/Capitol Hill,1698.0
Meal,HOV2,Seattle Northgate,447.0
Meal,HOV2,Seattle South Lake Union,534.0
Meal,HOV2,Seattle University Community,966.0
Meal,HOV2,Seattle Uptown,481.0
Meal,HOV2,Silverdale,91.0
Meal,HOV2,Sumner Pacific,1.0
Meal,HOV2,Tacoma Downtown,604.0
Meal,HOV2,Tacoma Mall,252.0
Meal,HOV2,Tukwila,6.0
Meal,HOV2,University Place,288.0
Meal,HOV3+,Auburn,37.0
Meal,HOV3+,Ballard-Interbay,7.0
Meal,HOV3+,Bellevue,277.0
Meal,HOV3+,Bothell Canyon Park,19.0
Meal,HOV3+,Bremerton,48.0
Meal,HOV3+,Burien,77.0
Meal,HOV3+,Cascade,18.0
Meal,HOV3+,Duwamish,17.0
Meal,HOV3+,Everett,117.0
Meal,HOV3+,Frederickson,11.0
Meal,HOV3+,Kent,46.0
Meal,HOV3+,Kent MIC,5.0
Meal,HOV3+,Kirkland Totem Lake,115.0
Meal,HOV3+,Lakewood,65.0
Meal,HOV3+,Lynnwood,109.0
Meal,HOV3+,Not in RGC,99714.0
Meal,HOV3+,Paine Field / Boeing Everett,21.0
Meal,HOV3+,Puyallup Downtown,35.0
Meal,HOV3+,Puyallup South Hill,26.0
Meal,HOV3+,Redmond Downtown,170.0
Meal,HOV3+,Redmond-Overlake,51.0
Meal,HOV3+,Renton,132.0
Meal,HOV3+,SeaTac,330.0
Meal,HOV3+,Seattle Downtown,419.0
Meal,HOV3+,Seattle First Hill/Capitol Hill,769.0
Meal,HOV3+,Seattle Northgate,209.0
Meal,HOV3+,Seattle South Lake Union,204.0
Meal,HOV3+,Seattle University Community,514.0
Meal,HOV3+,Seattle Uptown,149.0
Meal,HOV3+,Silverdale,41.0
Meal,HOV3+,Sumner Pacific,2.0
Meal,HOV3+,Tacoma Downtown,239.0
Meal,HOV3+,Tacoma Mall,140.0
Meal,HOV3+,Tukwila,5.0
Meal,HOV3+,University Place,135.0
Meal,Transit,Auburn,16.0
Meal,Transit,Ballard-Interbay,5.0
Meal,Transit,Bellevue,134.0
Meal,Transit,Bothell Canyon Park,3.0
Meal,Transit,Bremerton,11.0
Meal,Transit,Burien,37.0
Meal,Transit,Cascade,2.0
Meal,Transit,Duwamish,17.0
Meal,Transit,Everett,17.0
Meal,Transit,Kent,21.0
Meal,Transit,Kent MIC,2.0
Meal,Transit,Kirkland Totem Lake,29.0
Meal,Transit,Lakewood,3.0
Meal,Transit,Lynnwood,10.0
Meal,Transit,Not in RGC,17260.0
Meal,Transit,Paine Field / Boeing Everett,1.0
Meal,Transit,Port of Tacoma,1.0
Meal,Transit,Puyallup Downtown,12.0
Meal,Transit,Puyallup South Hill,8.0
Meal,Transit,Redmond Downtown,57.0
Meal,Transit,Redmond-Overlake,11.0
Meal,Transit,Renton,49.0
Meal,Transit,SeaTac,181.0
Meal,Transit,Seattle Downtown,721.0
Meal,Transit,Seattle First Hill/Capitol Hill,1213.0
Meal,Transit,Seattle Northgate,136.0
Meal,Transit,Seattle South Lake Union,243.0
Meal,Transit,Seattle University Community,519.0
Meal,Transit,Seattle Uptown,203.0
Meal,Transit,Silverdale,2.0
Meal,Transit,Tacoma Downtown,85.0
Meal,Transit,Tacoma Mall,35.0
Meal,Transit,University Place,13.0
Meal,School Bus,Bellevue,9.0
Meal,School Bus,Burien,3.0
Meal,School Bus,Cascade,1.0
Meal,School Bus,Duwamish,1.0
Meal,School Bus,Everett,6.0
Meal,School Bus,Frederickson,1.0
Meal,School Bus,Kent,2.0
Meal,School Bus,Kirkland Totem Lake,1.0
Meal,School Bus,Lakewood,5.0
Meal,School Bus,Lynnwood,3.0
Meal,School Bus,Not in RGC,3190.0
Meal,School Bus,Paine Field / Boeing Everett,1.0
Meal,School Bus,Puyallup South Hill,1.0
Meal,School Bus,Redmond Downtown,1.0
Meal,School Bus,Redmond-Overlake,2.0
Meal,School Bus,Renton,5.0
Meal,School Bus,SeaTac,8.0
Meal,School Bus,Seattle Downtown,8.0
Meal,School Bus,Seattle First Hill/Capitol Hill,14.0
Meal,School Bus,Seattle Northgate,2.0
Meal,School Bus,Seattle South Lake Union,2.0
Meal,School Bus,Seattle University Community,10.0
Meal,School Bus,Seattle Uptown,4.0
Meal,School Bus,Silverdale,1.0
Meal,School Bus,Tacoma Downtown,7.0
Meal,School Bus,Tacoma Mall,6.0
Meal,School Bus,University Place,5.0
Meal,TNC,Auburn,8.0
Meal,TNC,Ballard-Interbay,3.0
Meal,TNC,Bellevue,249.0
Meal,TNC,Bothell Canyon Park,3.0
Meal,TNC,Bremerton,20.0
Meal,TNC,Burien,18.0
Meal,TNC,Cascade,5.0
Meal,TNC,Duwamish,13.0
Meal,TNC,Everett,50.0
Meal,TNC,Frederickson,3.0
Meal,TNC,Kent,11.0
Meal,TNC,Kent MIC,1.0
Meal,TNC,Kirkland Totem Lake,54.0
Meal,TNC,Lakewood,8.0
Meal,TNC,Lynnwood,18.0
Meal,TNC,Not in RGC,30115.0
Meal,TNC,Paine Field / Boeing Everett,1.0
Meal,TNC,Puyallup Downtown,11.0
Meal,TNC,Puyallup South Hill,15.0
Meal,TNC,Redmond Downtown,97.0
Meal,TNC,Redmond-Overlake,19.0
Meal,TNC,Renton,41.0
Meal,TNC,SeaTac,87.0
Meal,TNC,Seattle Downtown,772.0
Meal,TNC,Seattle First Hill/Capitol Hill,1137.0
Meal,TNC,Seattle Northgate,82.0
Meal,TNC,Seattle South Lake Union,325.0
Meal,TNC,Seattle University Community,201.0
Meal,TNC,Seattle Uptown,237.0
Meal,TNC,Silverdale,12.0
Meal,TNC,Sumner Pacific,1.0
Meal,TNC,Tacoma Downtown,129.0
Meal,TNC,Tacoma Mall,37.0
Meal,TNC,Tukwila,4.0
Meal,TNC,University Place,28.0
Social,Walk,Auburn,176.0
Social,Walk,Ballard-Interbay,71.0
Social,Walk,Bellevue,3491.0
Social,Walk,Bothell Canyon Park,39.0
Social,Walk,Bremerton,597.0
Social,Walk,Burien,391.0
Social,Walk,Cascade,89.0
Social,Walk,Duwamish,154.0
Social,Walk,Everett,1366.0
Social,Walk,Frederickson,38.0
Social,Walk,Kent,204.0
Social,Walk,Kent MIC,32.0
Social,Walk,Kirkland Totem Lake,570.0
Social,Walk,Lakewood,260.0
Social,Walk,Lynnwood,360.0
Social,Walk,North Tukwila,4.0
Social,Walk,Not in RGC,328105.0
Social,Walk,Paine Field / Boeing Everett,31.0
Social,Walk,Puget Sound Industrial Center- Bremerton,1.0
Social,Walk,Puyallup Downtown,214.0
Social,Walk,Puyallup South Hill,120.0
Social,Walk,Redmond Downtown,1124.0
Social,Walk,Redmond-Overlake,434.0
Social,Walk,Renton,694.0
Social,Walk,SeaTac,946.0
Social,Walk,Seattle Downtown,11683.0
Social,Walk,Seattle First Hill/Capitol Hill,14090.0
Social,Walk,Seattle Northgate,1159.0
Social,Walk,Seattle South Lake Union,3930.0
Social,Walk,Seattle University Community,3767.0
Social,Walk,Seattle Uptown,2784.0
Social,Walk,Silverdale,339.0
Social,Walk,Sumner Pacific,6.0
Social,Walk,Tacoma Downtown,2774.0
Social,Walk,Tacoma Mall,647.0
Social,Walk,Tukwila,23.0
Social,Walk,University Place,793.0
Social,Bike,Auburn,11.0
Social,Bike,Ballard-Interbay,3.0
Social,Bike,Bellevue,129.0
Social,Bike,Bothell Canyon Park,5.0
Social,Bike,Bremerton,25.0
Social,Bike,Burien,23.0
Social,Bike,Cascade,3.0
Social,Bike,Duwamish,5.0
Social,Bike,Everett,42.0
Social,Bike,Frederickson,3.0
Social,Bike,Kent,7.0
Social,Bike,Kent MIC,3.0
Social,Bike,Kirkland Totem Lake,37.0
Social,Bike,Lakewood,16.0
Social,Bike,Lynnwood,24.0
Social,Bike,Not in RGC,16506.0
Social,Bike,Paine Field / Boeing Everett,5.0
Social,Bike,Puyallup Downtown,10.0
Social,Bike,Puyallup South Hill,8.0
Social,Bike,Redmond Downtown,67.0
Social,Bike,Redmond-Overlake,7.0
Social,Bike,Renton,44.0
Social,Bike,SeaTac,62.0
Social,Bike,Seattle Downtown,515.0
Social,Bike,Seattle First Hill/Capitol Hill,661.0
Social,Bike,Seattle Northgate,56.0
Social,Bike,Seattle South Lake Union,196.0
Social,Bike,Seattle University Community,304.0
Social,Bike,Seattle Uptown,137.0
Social,Bike,Silverdale,14.0
Social,Bike,Tacoma Downtown,136.0
Social,Bike,Tacoma Mall,31.0
Social,Bike,Tukwila,1.0
Social,Bike,University Place,33.0
Social,SOV,Auburn,147.0
Social,SOV,Ballard-Interbay,60.0
Social,SOV,Bellevue,1432.0
Social,SOV,Bothell Canyon Park,68.0
Social,SOV,Bremerton,225.0
Social,SOV,Burien,400.0
Social,SOV,Cascade,164.0
Social,SOV,Duwamish,175.0
Social,SOV,Everett,588.0
Social,SOV,Frederickson,69.0
Social,SOV,Kent,151.0
Social,SOV,Kent MIC,20.0
Social,SOV,Kirkland Totem Lake,859.0
Social,SOV,Lakewood,258.0
Social,SOV,Lynnwood,395.0
Social,SOV,North Tukwila,4.0
Social,SOV,Not in RGC,516003.0
Social,SOV,Paine Field / Boeing Everett,55.0
Social,SOV,Puget Sound Industrial Center- Bremerton,3.0
Social,SOV,Puyallup Downtown,146.0
Social,SOV,Puyallup South Hill,201.0
Social,SOV,Redmond Downtown,959.0
Social,SOV,Redmond-Overlake,295.0
Social,SOV,Renton,761.0
Social,SOV,SeaTac,1067.0
Social,SOV,Seattle Downtown,1810.0
Social,SOV,Seattle First Hill/Capitol Hill,3515.0
Social,SOV,Seattle Northgate,1079.0
Social,SOV,Seattle South Lake Union,1250.0
Social,SOV,Seattle University Community,1586.0
Social,SOV,Seattle Uptown,1070.0
Social,SOV,Silverdale,273.0
Social,SOV,Sumner Pacific,12.0
Social,SOV,Tacoma Downtown,1238.0
Social,SOV,Tacoma Mall,540.0
Social,SOV,Tukwila,8.0
Social,SOV,University Place,668.0
Social,HOV2,Auburn,130.0
Social,HOV2,Ballard-Interbay,36.0
Social,HOV2,Bellevue,954.0
Social,HOV2,Bothell Canyon Park,39.0
Social,HOV2,Bremerton,148.0
Social,HOV2,Burien,291.0
Social,HOV2,Cascade,122.0
Social,HOV2,Duwamish,85.0
Social,HOV2,Everett,363.0
Social,HOV2,Frederickson,66.0
Social,HOV2,Kent,148.0
Social,HOV2,Kent MIC,24.0
Social,HOV2,Kirkland Totem Lake,432.0
Social,HOV2,Lakewood,231.0
Social,HOV2,Lynnwood,306.0
Social,HOV2,North Tukwila,2.0
Social,HOV2,Not in RGC,400902.0
Social,HOV2,Paine Field / Boeing Everett,53.0
Social,HOV2,Port of Tacoma,1.0
Social,HOV2,Puget Sound Industrial Center- Bremerton,2.0
Social,HOV2,Puyallup Downtown,113.0
Social,HOV2,Puyallup South Hill,157.0
Social,HOV2,Redmond Downtown,502.0
Social,HOV2,Redmond-Overlake,216.0
Social,HOV2,Renton,441.0
Social,HOV2,SeaTac,1032.0
Social,HOV2,Seattle Downtown,1277.0
Social,HOV2,Seattle First Hill/Capitol Hill,2180.0
Social,HOV2,Seattle Northgate,716.0
Social,HOV2,Seattle South Lake Union,754.0
Social,HOV2,Seattle University Community,1117.0
Social,HOV2,Seattle Uptown,538.0
Social,HOV2,Silverdale,150.0
Social,HOV2,Sumner Pacific,6.0
Social,HOV2,Tacoma Downtown,833.0
Social,HOV2,Tacoma Mall,385.0
Social,HOV2,Tukwila,6.0
